@relation training

@attribute Text string
@attribute class-att {HR,FICO,LOG}

@data
"Material im neuen Lieferplan 50017092 .Angelegt 1:1 zum Lieferplan D065006749. Preis kann im neuen Leferplan ncht anelegt werden. Material im neuen Lieferplan 50017092 .Angelegt 1:1 zum Lieferplan D065006749. Preis kann im neuen Leferplan ncht anelegt werden.",LOG
"HiI need to Transport order JELK987603 to JQLThanks Hi I need to Transport order JELK987603 to JQL Thanks",HR
"HiI need to Transport order JELK987603 to JPLThanks Hi I need to Transport order JELK987603 to JPL Thanks",HR
"Release Transport to JPL: JELK987490 , JELK987665 Release Transport to JPL: JELK987490 , JELK987665",HR
"user cannot finish purchase transaction user cannot finish purchase transaction, please observe attached file.",LOG
"Benutzerin kann  Angebot nicht buchen  Die Benutzerin hat heute mehrmals versucht im EBP (Semigator) das Button  Angebot jetzt buchen  anzuklicken, jedoch bekommt Sie kein neues Fenster, keine Fehlermeldung = gar nichts. Könnten Sie es bitte überprüfen? Für mehr Details - siehe Screenshot.",LOG
"Transport of JELK987601 > JQL (CZ), change of feature TARIF for plant 0362 Hello,  please transport from JEL to JQL request: JELK987601  and please help us to change the feature TARIF for plant 0362 (for more details, please see the attachment) JELK987711  Thank you, Klara Trminkova",HR
"GPS PTM Review Meeting Errors (User RUSHING) User RUSHING (Robert Rushing) is encountering errors in GPS with his PTM review meeting.  He created an initial PTM review meeting and saved it.  Now when he tries to open the meeting  he is receiving  error messages.  Please see the attached document  for additional information.",HR
"Übertragung Minipersonalstamm aus JPL nach SPß Bitte folgende Minipersonalstämme aus JPL nach SP9 übertragen: 541712 Ljatifi Fatmir 549152  Knecht Martin 541709  Lüthi Rolf ",HR
"JPL Transports Needed -  ADP Benefit Deductions Inbound Interface Can you please move the  transports below to JPL?  Thank you.  JELK984239  - HRPA - ADP Deductions Inbound Interface VIII (#10747) JELK986364  - HRPA - ADP Deductions Inbound Interface IX (#10747)",HR
"Transport of JELK987642  > JPL (HU), JELK987722 > JQL (HU) Hello,  please transport from JQL to JPL request: JELK987642 620   ITELLBK      2019.01.17 340. HRHU - PY - Yearly TAX forms  and from JEL to JQL request: JELK987722 620   ITELLBK      2019.01.18 341. HRHU - PY - Cafeteria WT /2  Thank you, Klara Trminkova",HR
"Transport of JELK986826, JELK986932, JELK986993 , JELK987188, JELK987220  > JPL (RU); JELK987738 & JELK987746 > JQL (RU) Hello,  please transport from JQL to JPL requests: JELK986826       IBSVS        HR:177159 Absences for VUT - 1 JELK986932       IBSVS        HR:177159 Absences for VUT - 2 JELK986993       IBSVS        HR:177159 Absences for VUT - 3 JELK987188       IBSVS        HR:177159 Absences for VUT - 4 JELK987220       IBSVS        HR:177159 Absences for VUT - 5  and from JEL to JQL requests: JELK987738 620   EXTERML      20.01.2019 RU-PY: Task 86 FSS NS tax rate 1.04 from 01.01.2019 JELK987746 620   EXTERML      20.01.2019 RU-PY: Task 88 Working  days/hours for average RU50, RU51  Thank you, Klara Trminkova",HR
"50003898, item10: 20271296, SA can't show price after approved in system. Please help check the reason and how to solve it. Thank you. 50003898, item10: 20271296, SA can't show price after approved in system. Please help check the reason and how to solve it. Thank you.",LOG
"ESS - delete of request (user DVOMAR1) Dear Marcel,  please take a look at the user DVOMAR1 who is not able to create any leave request in ESS due to error message -  non-compliance of personal recalculation depth . He knows that (in the history...), he sent some requests which haven't been approved or rejected yet, but he couldn't find and delete them.  Are you able to see if there's some request which really hasn't been finished yet? And then delete it?  Thank you, Klara Trminkova",HR
"Create a new pruchase group in PEU SAP system We need to create a new Purchase group in SAP system for next user:  NAME: Rodrigo Perez USER: PERROD1 SAP system: PEU TELEPHONE NUMBER: +34 947 477181 MAIL: rodrigo.perez@benteler.com  Image attached. Thank you Regards",LOG
"Please help to assign the authority of Deleting Payroll area to Veronica hu(User ID is HUVERON). Please help to assign the authority of Deleting Payroll area to Veronica hu(User ID is HUVERON).",HR
"DAP HZD 212 für die Änderung der Buchungsperiode muss im HZD ein Customizing Auftrag erstellt werden. Bitte diese Einstellung ändern, damit die Buchungsperiode  DAP HZD 212 für die Änderung der Buchungsperiode muss im HZD ein Customizing Auftrag erstellt werden. Bitte diese Einstellung ändern, damit die Buchungsperiode direkt geändert werden kann, wie im HZP. Bitte dieses Ticket an Meinolf Hermes CIT weiterleiten",FICO
"Transport of JELK987758 > JQL, JPL (CZ) Hello,  please transport from JEL to JQL, JPL request: JELK987758  Thank you, Klara Trminkova",HR
"Hi I need to Transport order JELK987703 to JQLThanks Hi  I need to Transport order JELK987703 to JQL Thanks",HR
"Transport of JELK987722 > JPL (HU) Hello,  please transport from JQL to JPL request: JELK987722  Thank you, Klara Trminkova",HR
"Copy of Pi.Nr. from 0355 plant > JQL Hello,  please copy all Pi.Nr. from plant 0355 to JQL, if it's possible.  Thank you so much, Klara Trminkova",HR
"HiI need to Transport order JELK987703 to JPLthanks Hi I need to Transport order JELK987703 to JPL thanks",HR
"Temoprary solution for Norway JPL - urgent , mail from SAP Norway with link sent to Udo As a temporary solution the print of NAV 08-30.01 is made available from PDF preview.   The solution is delivered in this note:     Title: HRNO: LC Digitalization of Income form 10 (February 2019)  Link: https://launchpad.support.sap.com/#/notes/2741453  ",HR
"Transport of JELK986880, JELK987253 > JQL (RU) Hello,  please transport from JEL to JQL requests: JELK986880 IBSNS        HR-PT:166496-Overtime compensation in IT2002-8 JELK987253 IBSNS        HR-PT:166496-Overtime compensation in IT2002-10  Thank you, Klara Trminkova",HR
"Closure of old PO's (DK) Delivery comlete and Final Invoice flags is set for requested PO´s.",LOG
"when about to complete an order, a few items will not show (not available) observe attached files. When about to complete an order, a few items will not show (not available) observe attacged files.  Also, the user name in EBP is different from his name on FIMU -> dossaand, in EBP -> dossan",LOG
"Hi I need to Copy employee 740686 from JPL to PEUThanks Hi  I need to Copy employee 740686 from JPL to PEU Thanks",HR
"Hallo,ich möchte im ESS einen Fehler beheben. Dazu muss der Antrag vom 31.12.2018 auf Gleitzeit neu beantragt werden. Ich kann aber den Antrag nicht löschen.  Hallo,  ich möchte im ESS einen Fehler beheben. Dazu muss der Antrag vom 31.12.2018 auf Gleitzeit neu beantragt werden. Ich kann aber den Antrag nicht löschen. siehe Bild, bevor ich ihn wieder neu anlegen kann. Herr Martin Rüsing, aus der Zeitwirtschaft,  konnte mir auch nicht mehr weiter und meinte ich sollte ein IT-Ticket starten.  Viele Grüße Jürgen Zimmermann",HR
"wie mit Kersten Lenz besprochen: Eintrag für technischen Konten Vorgang HRA , Buchungs aus der Personalabrechnung, ändern in Konto 14840020 von bisher 16790002  wie mit Kersten Lenz besprochen: Eintrag für technischen Konten Vorgang HRA , Buchungs aus der Personalabrechnung, ändern in Konto 14840020 von bisher 16790002 , im JHE/JHQ/JHP",FICO
"Bitte eine neue Reisekostenrolle für die Kostenstelle 613600 erstellen.Vielen Dank. Bitte eine neue Reisekostenrolle für die Kostenstelle 613600 erstellen.  Vielen Dank.",HR
"Hallo Stephan, im Anhang findest du ein Beispiel aus Siegen Weidenau  PEU, Werk 0020 . Dort is t zu einem Material ein Pickup über 40 Stück erzeugt worden, obwo Hallo Stephan, im Anhang findest du ein Beispiel aus Siegen Weidenau  PEU, Werk 0020 . Dort is t zu einem Material ein Pickup über 40 Stück erzeugt worden, obwohl keine offene Menge in der Liefereinteilung vorhanden war. Kannst du das bitte einmal prüfen?",LOG
"Forecast from GM stopped at EMFOR Error: Field VBAP-ZUSATZTEXT02 . is not an input field  idocs example 0000000164784063 0000000164784064 0000000164784628 0000000164784629",LOG
"HiI need to Transport order JELK986360 to JPLThanks Hi I need to Transport order JELK986360 to JPL Thanks",HR
"HiI need implement these notes 2738548 - Contribution Amounts 20192740092 - Contribution Amounts 2019 - IIThanks Hi I need implement these notes  2738548 - Contribution Amounts 2019 2740092 - Contribution Amounts 2019 - II Thanks",HR
"Anpassung EBP User  Anpassen User Frau Lange. gem Absprache H. Jäger.",LOG
"HiI need to Transport order JELK987765 to JQL.Thanks Hi I need to Transport order JELK987765 to JQL. Thanks",HR
"Transport to JQL: JELK987822 Transport to JQL: JELK987822 - Improvements to NAO reporting ( Actives / Inactive )",HR
"Dear CIT HR,please kindly transfer below ticket from JEL to JQL. Thank you.JELK987824 620   ITELLSJ      2019 Tax Reform Adjustment round 3 Dear CIT HR,  please kindly transfer below ticket from JEL to JQL. Thank you.  JELK987824 620   ITELLSJ      2019 Tax Reform Adjustment round 3",HR
"approver cannot see the request ticket which i created in  EBP system a few days ago, i created the EBP ticket to buy something  but approver Liz Li didn't see my request ticket which i created in  EBP system.So could you help to fix this issue for us ASAP. Thanks",LOG
"Es kann am 25.01.2019 kein Frei aus Gleitzeit eingegeben werden. Fehler kollision mit Abwesenheit Karenztag am 19.12.2018. Siehe Anhang Es kann am 25.01.2019 kein Frei aus Gleitzeit eingegeben werden. Fehler kollision mit Abwesenheit Karenztag am 19.12.2018. Siehe Anhang",HR
"Hi I need to Transport order JELK987826 to JQLThanks Hi  I need to Transport order JELK987826 to JQL Thanks",HR
"HiI need to Transport order JELK987765 to JPL.Thanks Hi I need to Transport order JELK987765 to JPL. Thanks",HR
"transport JELK987836 > JQL - V_T510 (CZ) Hello, Please transport from JEL into JQL request:  JELK987836  Thank you, Martina Albrechtova",HR
"ESS: After adding home offfice times, a new holiday request leads to an error First, I added my home office times for yesterday. Afterwards I created a one-day holiday request for end of march, giving the attached error. The request seems to be filed though.",HR
"plant 0291 has in MI20 several old not posted inventory counting documents from 2010 - they have to be canceled  ",LOG
"after login the page dont jump to the self service page after login the page dont jump to the self service page",HR
"New role for compliance team Please, create the role ZEA0690PAHR_HR_PERS BR_COMPLI using as model ZEA0690PAHR_HR_PERS_BRAZ_READ.  Into the new role, the following transactions should be added.  PC00_M37_CEDT Y_JEL_30000303 Y_JEL_30000213  The PC00_m37_CEDT and Y_JEL_30000303 will request cluster information about PY (pc_payresult) and TM (pt66). Let me test when it is finished and check if the cluster information worked fine.",HR
"Hi I need to Transport order JELK987826 to JPLThanks Hi  I need to Transport order JELK987826 to JPL Thanks",HR
"transport JELK987601; JELK987836 > JPL - V_T510 (CZ) ; JELK987675 > JPL (HU) Hello, Please transport from JQL into JPL requests in this order:  JELK987601 JELK987836   JELK987675  Thank you, Martina Albrechtova",HR
"Creation of IT 9160 Dear Marcel, we have issue that people around the wordl are creating IT 9160 for all employees because it pop up during hiring process twice and they are confused with it so they just in case save it and create it for all employees. Is there any possibility to change it, that this IT will pop up only when HR employees will tick the box in IT 0001?  I found out that during organizational change in PPOME it pop up to me and again not once but twice, so I need to close it twice time. Because of automatic creation of appraisal dialogues it is a little bit unhappy situation and I found out some cases were people even tick the box for students and their appraisal were created even if they should not be created.  Best regards, Iva Grohová",HR
"transport requests > JQL / JPL (CZ) Hello, Please transport  1) to JPL: JELK987601  (asked also by emal - Willi)  2) to JQL and JPL correction: JELK987881  Thank you, Martina Albrechtova",HR
"HiI need to Transport order JELK987834 to JQLThanks Hi I need to Transport order JELK987834 to JQL Thanks",HR
"Release transport to JPL: JELK987822 Release transport to JPL: JELK987822",HR
"SAP Unfallbearbeitung (SAP- JPL Holding-HR Prod) Telefon: 81-204452  Herr Tobias FlecknerSubtyp 9050 Untersuchungsgebiet  05, 30, 32 SAP Unfallbearbeitung (SAP- JPL Holding-HR Prod)  Telefon: 81-204452  Herr Tobias Fleckner Subtyp 9050 Untersuchungsgebiet  05, 30, 32",HR
"HiI need to Transport order JELK987834 to JPLThanks Hi I need to Transport order JELK987834 to JPL Thanks",HR
"Stornierung von gebuchten freien Tagen.Ich suche nach einer Möglichkeit die gebuchten Abwesenheitsanträge zu stornieren.Bei gebuchten Urlaubstagen hat man in Stornierung von gebuchten freien Tagen.  Ich suche nach einer Möglichkeit die gebuchten Abwesenheitsanträge zu stornieren. Bei gebuchten Urlaubstagen hat man in diesem Fenster in den roten Kästchen die Möglichkeit die Tage zu stornieren. Anscheinend nicht bei Flextagen.  siehe Anhang  Vielen Dank im voraus  Andreas Roxel",HR
"Adopt description for ZRMF; ZMMF all languages  ZRMF = min margin fix order ZMMF = min margin fix item  ",LOG
"Versand HR GPS Reminder an alle Manager wo Appraisal Dokument 2018 noch nicht abgeschlossen istAppraisal Dokument 2019 noch nicht im Zwischengespräch ist. Versand HR GPS Reminder an alle Manager wo  Appraisal Dokument 2018 noch nicht abgeschlossen ist Appraisal Dokument 2019 noch nicht im Zwischengespräch  ist.",HR
"Currently in the transaction ZMX_ZRCI we can't use the output device LOCL and is necessary because the transaction doesn't support many printers models. Currently in the transaction ZMX_ZRCI we can't use the output device LOCL and is necessary because the transaction doesn't support many printers models.",LOG
"can not received JIT call off. can not received JIT call off.",LOG
"Dear CIT HR,Please help to delete payroll control record LH and re-create it with payroll periond 10 2018,thank you . Dear CIT HR, Please help to delete payroll control record LH and re-create it with payroll periond 10 2018,thank you .",HR
